species,tissue_type,cancer_type,cell_name,cellontology_id,marker,Symbol,GeneID
Mouse,Arm,Leukemia,Regulatory T(Treg) cell,CL_0000815,Pdcd1,Pdcd1,18566
Mouse,Arm,Leukemia,Regulatory T(Treg) cell,CL_0000815,Ctla4,Ctla4,12477
Mouse,Arm,Leukemia,Regulatory T(Treg) cell,CL_0000815,Ikzf2,Ikzf2,22779
Mouse,Arm,Leukemia,Regulatory T(Treg) cell,CL_0000815,Il10,Il10,16153
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Bmx,Bmx,12169
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Efnb2,Efnb2,13642
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Sema3g,Sema3g,218877
Mouse,Aorta,Normal,Myocyte,CL_0000187,Tnnc2,Tnnc2,21925
Mouse,Aorta,Normal,Myocyte,CL_0000187,Tnnt3,Tnnt3,21957
Mouse,Aorta,Normal,Myocyte,CL_0000187,Myl4,Myl4,17896
Mouse,Aorta,Normal,Myocyte,CL_0000187,Myl7,Myl7,17898
Mouse,Aorta,Normal,Myocyte,CL_0000187,Myl1,Myl1,17901
Mouse,Aorta,Normal,Myocyte,CL_0000187,Tnni3,Tnni3,21954
Mouse,Aorta,Normal,Myocyte,CL_0000187,Tnnt2,Tnnt2,21956
Mouse,Artery,Normal,Macrovascular endothelial cell,,Cxcl12,Cxcl12,20315
Human,Artery,Normal,Macrophage,CL_0000235,LYVE-1,LYVE1,10894
Human,Artery,Normal,Macrophage,CL_0000235,Pf4,,
Human,Artery,Normal,Artery cell,CL_1001045,GJA5,GJA5,2702
Human,Artery,Normal,Artery cell,CL_1001045,ELN,ELN,100130933
Human,Artery,Normal,Artery cell,CL_1001045,ARL15,ARL15,54622
Human,Artery,Normal,Artery cell,CL_1001045,IGFBP3,IGFBP3,3486
Human,Artery,Normal,Capillary cell,,IGFBP3,IGFBP3,3486
Human,Artery,Normal,Artery cell,CL_1001045,EGR1,EGR1,1958
Human,Artery,Normal,Capillary cell,,ARL15,ARL15,54622
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Gja4,Gja4,14612
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Gja5,Gja5,14613
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Cxcl12,Cxcl12,20315
Mouse,Aorta,Normal,Neuron,CL_0000540,Plp1,Plp1,18823
Mouse,Aorta,Normal,Mesothelial cell,CL_0000077,Nkain4,Nkain4,58237
Mouse,Aorta,Normal,Macrophage,CL_0000235,Lyz,Lyz1,17110
Mouse,Aorta,Normal,Monocyte,CL_0000576,Cd68,Cd68,12514
Mouse,Aorta,Normal,T cell,CL_0000084,Nkg7,Nkg7,72310
Mouse,Aorta,Normal,Neuron,CL_0000540,Kcan1,,
Mouse,Aorta,Normal,Neuron,CL_0000540,Mly1,,
Mouse,Aorta,Normal,Dendritic cell,CL_0000451,H2Eb1,,
Mouse,Aorta,Normal,Macrophage,CL_0000235,Cd68,Cd68,12514
Mouse,Aorta,Normal,Smooth muscle cell,CL_0000192,Acta2,Acta2,11475
Mouse,Aorta,Normal,B cell,CL_0000236,Cd79b,Cd79b,15985
Mouse,Aorta,Normal,Fibroblast,CL_0000057,Col1a1,Col1a1,12842
Mouse,Aorta,Normal,Macrophage,CL_0000235,C1qb,C1qb,12260
Mouse,Aorta,Normal,Monocyte,CL_0000576,Lyz2,Lyz2,17105
Mouse,Aorta,Normal,T cell,CL_0000084,Cd3g,Cd3g,12502
Mouse,Aorta,Normal,Endothelial cell,CL_0000115,Cdh5,Cdh5,12562
Mouse,Aorta,Normal,Smooth muscle cell,CL_0000192,Myh11,Myh11,17880
Mouse,Aorta,Normal,Pericyte,CL_0000669,Sult1d1,Sult1d1,53315
Mouse,Aorta,Normal,B cell,CL_0000236,Cd79a,Cd79a,12518
Mouse,Aorta,Normal,Pericyte,CL_0000669,Wif1,Wif1,24117
Mouse,Aorta,Normal,Fibroblast,CL_0000057,Decorin,,
Mouse,Aorta,Normal,Dendritic cell,CL_0000451,H2-Ab1,H2-Ab1,14961
Mouse,Aorta,Normal,Fibroblast,CL_0000057,Col1a2,Col1a2,12843
Mouse,Aorta,Normal,B cell,CL_0000236,Ly6d,Ly6d,17068
Mouse,Aorta,Normal,Dendritic cell,CL_0000451,Cd209a,Cd209a,170786
Mouse,Aorta,Normal,Pericyte,CL_0000669,Chad,Chad,12643
Mouse,Aorta,Normal,Monocyte,CL_0000576,C1qb,C1qb,12260
Mouse,Aorta,Normal,Endothelial cell,CL_0000115,Cldn5,Cldn5,12741
Mouse,Aorta,Normal,Smooth muscle cell,CL_0000192,Tagln,Tagln,21345
Mouse,Aorta,Normal,Mesothelial cell,CL_0000077,Cd248,Cd248,70445
Mouse,Aorta,Normal,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613
Mouse,Aorta,Normal,Mesothelial cell,CL_0000077,Igfpb5,,
Mouse,Aorta,Normal,T cell,CL_0000084,Cd3d,Cd3d,12500
Human,Coronary artery,Normal,Smooth muscle cell,CL_0000192,TAGLN,TAGLN,6876
Human,Coronary artery,Normal,Smooth muscle cell,CL_0000192,ACTA2,ACTA2,59
Human,Coronary artery,Normal,Smooth muscle cell,CL_0000192,CNN1,CNN1,1264
Human,Coronary artery,Normal,Smooth muscle cell,CL_0000192,MYH11,MYH11,4629
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Efnb2,Efnb2,13642
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Ephb4,Ephb4,13846
Human,Arthrosis,Normal,CD8+ T cell,CL_0000625,STMN1,STMN1,3925
Human,Arthrosis,Normal,CD8+ T cell,CL_0000625,MKI67,MKI67,4288
Mouse,Belly,Melanoma,Exhausted T(Tex) cell,CL_0011025,Pdcd1,Pdcd1,18566
Mouse,Belly,Melanoma,Exhausted T(Tex) cell,CL_0011025,Havcr2,Havcr2,171285
Mouse,Belly,Melanoma,Exhausted T(Tex) cell,CL_0011025,Lag3,Lag3,16768
Mouse,Belly,Melanoma,Exhausted T(Tex) cell,CL_0011025,Ctla4,Ctla4,12477
Mouse,Belly,Melanoma,Exhausted T(Tex) cell,CL_0011025,Tigit,Tigit,100043314
Human,Bile duct,Normal,Blood cell,CL_0000081,PIM2,PIM2,11040
Human,Bile duct,Normal,Blood cell,CL_0000081,OTUD5,OTUD5,55593
Human,Bile duct,Normal,Blood cell,CL_0000081,SLC35A2,SLC35A2,7355
Human,Bile duct,Normal,Blood cell,CL_0000081,GRIPAP1,GRIPAP1,56850
Human,Bile duct,Normal,Blood cell,CL_0000081,PQBP1,PQBP1,10084
Human,Bile duct,Normal,Blood cell,CL_0000081,TIMM17B,TIMM17B,10245
Human,Bile duct,Normal,Blood cell,CL_0000081,KCND1,KCND1,3750
Human,Bile duct,Normal,T cell,CL_0000084,CD8a,,
Human,Bile duct,Normal,T cell,CL_0000084,CD274,CD274,29126
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,GATA3,GATA3,2625
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,FOXP3,FOXP3,50943
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,Tbet,,
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,DC-LAMP,LAMP3,27074
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,CD56,NCAM1,4684
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,CD8,CD8A,925
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,CD3,,
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,RORgt,,
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,Tryptase,,
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,CSF1R,CSF1R,1436
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,CD163,CD163,9332
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,CD45,PTPRC,5788
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,DC-SIGN,CD209,30835
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,CD66D,CEACAM3,90273
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,CD4,CD4,920
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,CD68,CD68,968
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,CD20,MS4A1,931
Human,Bile duct,Cholangiocarcinoma,Myeloid cell,CL_0000763,MHCII,,
Human,Bile duct,Cholangiocarcinoma,Lymphocyte,CL_0000542,CD45,PTPRC,5788
Human,Bladder,Normal,Smooth muscle cell,CL_0000192,TPM2,TPM2,7169
Human,Bladder,Normal,Smooth muscle cell,CL_0000192,DES,DES,1674
Human,Bladder,Normal,Dendritic cell,CL_0000451,CD209,CD209,30835
Human,Bladder,Normal,B cell,CL_0000236,MZB1,MZB1,51237
Human,Bladder,Normal,Basal cell,CL_0000646,KRT5,KRT5,3852
Human,Bladder,Normal,Epithelial cell,CL_0000066,KRT18,KRT18,3875
Human,Bladder,Normal,Smooth muscle cell,CL_0000192,TAGLN,TAGLN,6876
Human,Bladder,Normal,Fibroblast,CL_0000057,COL3A1,COL3A1,1281
Human,Bladder,Normal,Fibroblast,CL_0000057,S100A4,S100A4,6275
Human,Bladder,Normal,Basal cell,CL_0000646,KRT17,KRT17,3872
Human,Bladder,Normal,Fibroblast,CL_0000057,COL1A1,COL1A1,1277
Human,Bladder,Normal,Myofibroblast,CL_0000186,ACTA2,ACTA2,59
Human,Bladder,Normal,Monocyte,CL_0000576,LYZ,LYZ,4069
Human,Bladder,Normal,Fibroblast,CL_0000057,COL1A2,COL1A2,1278
Human,Bladder,Normal,Monocyte,CL_0000576,MS4A7,MS4A7,51338
Human,Bladder,Normal,Interstitial cell,CL_0000178,VIM,VIM,7431
Human,Bladder,Normal,B cell,CL_0000236,CD79A,CD79A,973
Human,Bladder,Normal,T cell,CL_0000084,CD3D,CD3D,915
Human,Bladder,Normal,Epithelial cell,CL_0000066,KRT19,KRT19,3880
Human,Bladder,Normal,Umbrella cell,,KRT20,KRT20,54474
Human,Bladder,Normal,Umbrella cell,,UPK2,UPK2,7379
Human,Bladder,Normal,Smooth muscle cell,CL_0000192,ACTG2,ACTG2,72
Human,Bladder,Normal,Endothelial cell,CL_0000115,CDH5,CDH5,1003
Human,Bladder,Normal,Endothelial cell,CL_0000115,PECAM1,PECAM1,5175
Human,Bladder,Normal,Umbrella cell,,UPK3A,UPK3A,7380
Human,Bladder,Normal,Smooth muscle cell,CL_0000192,CNN1,CNN1,1264
Human,Bladder,Normal,Monocyte,CL_0000576,CD14,CD14,4695
Human,Bladder,Normal,Endothelial cell,CL_0000115,SELE,SELE,6401
Human,Bladder,Normal,T cell,CL_0000084,CD3E,CD3E,916
Human,Bladder,Normal,Neuron,CL_0000540,GPM6A,GPM6A,2823
Human,Bladder,Normal,Endothelial cell,CL_0000115,VCAM1,VCAM1,7412
Human,Bladder,Small cell carcinoma of the bladder,Epithelial cell,CL_0000066,CD49f,ITGA6,3655
Human,Bladder,Small cell carcinoma of the bladder,Epithelial cell,CL_0000066,EPCAM,EPCAM,4072
Mouse,Bladder,Normal,B cell,CL_0000236,MZB1,,
Mouse,Bladder,Normal,B cell,CL_0000236,CTLA4,,
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,CTLA4,CTLA4,1493
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,TNFRSF4,TNFRSF4,7293
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,IL2RA,IL2RA,3559
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,TIGIT,TIGIT,201633
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,TNFRSF9,TNFRSF9,3604
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,TNFRSF18,TNFRSF18,8784
Human,Bladder,Normal,Regulatory T(Treg) cell,CL_0000815,FOXP3,FOXP3,50943
Human,Bladder,Normal,Urethelial cell,,ACE2,ACE2,59272
Human,Bladder,Bladder Cancer,Monocyte,CL_0000576,S100A8,S100A8,6279
Human,Bladder,Bladder Cancer,Follicular B cell,CL_0000843,MS4A1,MS4A1,931
Human,Bladder,Bladder Cancer,Cross-presenting dendritic cell,,CLEC9A,CLEC9A,283420
Human,Bladder,Bladder Cancer,Monocyte,CL_0000576,S100A9,S100A9,6280
Human,Bladder,Bladder Cancer,Proliferating myeloid cell,,TOP2A,TOP2A,7153
Human,Bladder,Bladder Cancer,Myofibroblastic cancer?associated fibroblast (myCAF),,RGS5,RGS5,8490
Human,Bladder,Bladder Cancer,Endothelial cell,CL_0000115,CD31,PECAM1,5175
Human,Bladder,Bladder Cancer,Dendritic cell,CL_0000451,CD1C,CD1C,911
Human,Bladder,Bladder Cancer,B cell,CL_0000236,CD79A,CD79A,973
Human,Bladder,Bladder Cancer,Dendritic cell,CL_0000451,CCR7,CCR7,1236
Human,Bladder,Bladder Cancer,Mast cell,CL_0000097,TPSAB1,TPSAB1,7177
Human,Bladder,Bladder Cancer,Inflammatory cancer?associated fibroblast (iCAF),,COL1A1,COL1A1,1277
Human,Bladder,Bladder Cancer,T cell,CL_0000084,CD3D,CD3D,915
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,EPCAM,EPCAM,4072
Human,Bladder,Bladder Cancer,Myeloid cell,CL_0000763,LYZ,LYZ,4069
Human,Bladder,Bladder Cancer,Dendritic cell,CL_0000451,LAMP3,LAMP3,27074
Human,Bladder,Bladder Cancer,Follicular B cell,CL_0000843,CD79A,CD79A,973
Human,Bladder,Bladder Cancer,Dendritic cell,CL_0000451,CLEC10A,CLEC10A,10462
Human,Bladder,Bladder Cancer,Tumor?associated macrophage (TAM),,MRC1,MRC1,4360
Mouse,Bladder mucosa,Normal,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613
Mouse,Bladder mucosa,Normal,Mesenchymal cell,CL_0008019,Sparc,Sparc,20692
Mouse,Bladder mucosa,Normal,Natural killer cell,CL_0000623,Hcst,Hcst,23900
Mouse,Bladder mucosa,Normal,Mesenchymal cell,CL_0008019,Vim,Vim,22352
Mouse,Bladder mucosa,Normal,Mural cell,CL_0008034,Cspg4,Cspg4,121021
Mouse,Bladder mucosa,Normal,Epithelial cell,CL_0000066,Gata3,Gata3,14462
Mouse,Bladder mucosa,Normal,Natural killer cell,CL_0000623,Ltb,Ltb,16994
Mouse,Bladder mucosa,Normal,Mesenchymal cell,CL_0000903,Dcn,Dcn,13179
Mouse,Bladder mucosa,Normal,Epithelial cell,CL_0000066,Epcam,Epcam,17075
Mouse,Bladder mucosa,Normal,Epithelial cell,CL_0000066,Cdh1,Cdh1,56371
Mouse,Bladder mucosa,Normal,Macrophage,CL_0000235,Cd68,Cd68,12514
Mouse,Bladder mucosa,Normal,Macrophage,CL_0000235,Cd83,Cd83,12522
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,PPARG,PPARG,5468
Human,Bladder,Bladder Cancer,Myeloid cell,CL_0000763,CSTB,CSTB,1476
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,GATA3,GATA3,2625
Human,Bladder,Bladder Cancer,Fibroblast,CL_0000057,CALD1,CALD1,800
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,KRT19,KRT19,3880
Human,Bladder,Bladder Cancer,Cycling epithelial cell,,TUBA1B,TUBA1B,10376
Human,Bladder,Bladder Cancer,Lymphoid cell,CL_0001065,PTPRC,PTPRC,5788
Human,Bladder,Bladder Cancer,Endothelial cell,CL_0000115,FLT1,FLT1,2321
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,KRT17,KRT17,3872
Human,Bladder,Bladder Cancer,Myeloid cell,CL_0000763,CSF2RA,CSF2RA,1438
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,CDH12,CDH12,1010
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,KRT13,KRT13,3860
Human,Bladder,Bladder Cancer,Cycling epithelial cell,,EEF2,EEF2,1938
Human,Bladder,Bladder Cancer,Fibroblast,CL_0000057,COL1A1,COL1A1,1277
Human,Bladder,Bladder Cancer,Lymphoid cell,CL_0001065,CD247,CD247,919
Human,Bladder,Bladder Cancer,Endothelial cell,CL_0000115,VWF,VWF,7450
Human,Bladder,Bladder Cancer,Epithelial cell,CL_0000066,CDH18,CDH18,1016
Human,Bladder,Muscle-invasive bladder cancer,Stem cell,CL_0000034,SOX2,SOX2,6657
Human,Bladder,Muscle-invasive bladder cancer,Stem cell,CL_0000034,SOX9,SOX9,6662
Human,Bladder,Bladder Cancer,Cancer cell,CL_0001064,ALDH1A1,ALDH1A1,216
Human,Bladder,Bladder Cancer,Cancer cell,CL_0001064,CD44,CD44,960
Human,Bladder,Bladder Cancer,Tumor?associated macrophage (TAM),,CD68,CD68,968
Human,Bladder,Bladder Cancer,Regulatory T(Treg) cell,CL_0000815,FOXP3,FOXP3,50943
Human,Bladder,Bladder Cancer,Neutrophil,CL_0000775,CD66b,CEACAM8,1088
Human,Bladder,Bladder Cancer,Mast cell,CL_0000097,Mast cell tryptase,,
Human,Bladder,Bladder Cancer,Natural killer cell,CL_0000623,CD56,NCAM1,4684
Human,Bladder,Bladder Cancer,B cell,CL_0000236,CD19,CD19,930
Human,Peripheral blood,Normal,Megakaryocyte,CL_0000556,PF4,PF4,5196
Human,Peripheral blood,Normal,Peripheral immune cell,,CD44,CD44,960
Human,Blood,Normal,Classical monocyte,CL_0000860,HLA-DR,,
Human,Blood,Normal,CD16+ monocyte,CL_0002397,CD61,ITGB3,3690
Human,Blood,Normal,CD16+ monocyte,CL_0002397,CD16,FCGR3A,2215
Human,Blood,Normal,Classical monocyte,CL_0000860,CD9,CD9,928
Human,Blood,Normal,Classical monocyte,CL_0000860,CD93,CD93,22918
Human,Blood,Normal,CD16+ monocyte,CL_0002397,CD36,CD36,948
Human,Blood,Normal,Classical monocyte,CL_0000860,CD16,FCGR3A,2215
Human,Blood,Normal,CD16+ monocyte,CL_0002397,HLA-DR,,
Human,Blood,Normal,Classical monocyte,CL_0000860,CD11a,,
Human,Blood,Normal,CD16+ monocyte,CL_0002397,Slan,,
Human,Blood,Normal,Monocyte,CL_0000576,CD16,FCGR3A,2215
Human,Blood,Normal,Monocyte,CL_0000576,CD14,CD14,4695
Human,Blood,Normal,CD16+ monocyte,CL_0002397,CD9,CD9,928
Human,Blood,Normal,Classical monocyte,CL_0000860,CD61,ITGB3,3690
Human,Blood,Normal,Classical monocyte,CL_0000860,CD14,CD14,4695
Human,Blood,Normal,CD16+ monocyte,CL_0002397,CCR2,CCR2,729230
Human,Blood,Normal,CD16+ monocyte,CL_0002397,CD14,CD14,4695
Human,Blood,Normal,Dendritic cell,CL_0000451,FCER1A,FCER1A,2205
Human,Blood,Normal,CD56+ natural killer cell,,NKG7,NKG7,4818
Human,Blood,Normal,CD14+ monocyte,CL_0001054,CD14,CD14,4695
Human,Blood,Normal,CD8+ T cell,CL_0000625,CD8A,CD8A,925
Human,Blood,Normal,B cell,CL_0000236,Cd74,,
Mouse,Blood,Normal,Myeloid cell,CL_0000763,MAC-1,,
Mouse,Blood,Normal,B cell,CL_0000236,CD19,,
Human,Blood,Normal,Neutrophil,CL_0000775,Gfi3,,
Human,Blood,Normal,Neutrophil,CL_0000775,Elane,,
Human,Blood,Normal,Erythroid cell,CL_0000232,Klf1,,
Human,Blood,Normal,Erythroid cell,CL_0000232,Hba-a2,,
Human,Blood,Normal,Neutrophil,CL_0000775,Cepbe,,
Human,Blood,Normal,Erythroid cell,CL_0000232,Gata1,,
Human,Blood,Normal,Erythroid cell,CL_0000232,Gata2,,
Human,Blood,Normal,Erythroid cell,CL_0000232,Epor,,
Human,Blood,Normal,Monocyte,CL_0000576,Csf1r,,
Human,Blood,Normal,Monocyte,CL_0000576,Irf8,,
Human,Blood,Normal,Monocyte,CL_0000576,Ctsg,,
Mouse,Blood,Normal,Natural killer cell,CL_0000623,GZMB,,
Mouse,Blood,Normal,Natural killer cell,CL_0000623,GZMA,,
Mouse,Blood,Normal,Natural killer cell,CL_0000623,KLRB1C,,
Human,Peripheral blood,Normal,CD14 monocyte,,S100A8,S100A8,6279
Human,Peripheral blood,Normal,B cell,CL_0000236,MS4A1,MS4A1,931
Human,Peripheral blood,Normal,CD14 monocyte,,CD14,CD14,4695
Human,Peripheral blood,Normal,B cell,CL_0000236,CD79A,CD79A,973
Human,Peripheral blood,Non-small Cell Lung Cancer,CD4 T cell,,CD3E,CD3E,916
Human,Peripheral blood,Non-small Cell Lung Cancer,CD8 T cell,,CD8B,CD8B,926
Human,Peripheral blood,Non-small Cell Lung Cancer,CD8 T cell,,CD3E,CD3E,916
Human,Peripheral blood,Non-small Cell Lung Cancer,CD8 T cell,,CD8A,CD8A,925
Human,Peripheral blood,Non-small Cell Lung Cancer,B cell,CL_0000236,MS4A1,MS4A1,931
Human,Peripheral blood,Non-small Cell Lung Cancer,CD4 T cell,,CD4,CD4,920
Human,Blood,Normal,B cell,CL_0000236,JUNB,JUNB,10535
Human,Blood,Normal,B cell,CL_0000236,B2M,B2M,567
Human,Blood,Normal,B cell,CL_0000236,HLA-DRA,HLA-DRA,3122
Human,Blood,Normal,B cell,CL_0000236,CD74,CD74,972
Human,Blood,Normal,CAR-T cell,,BTK,BTK,695
Human,Blood,Normal,CAR-T cell,,PLCG2,PLCG2,5336
Human,Blood,Normal,CAR-T cell,,NFKBIE,NFKBIE,4794
Human,Blood,Normal,CAR-T cell,,BIRC3,BIRC3,330
Human,Blood,Normal,CAR-T cell,,SF3B1,SF3B1,23451
Human,Blood,Normal,CAR-T cell,,XPO1,XPO1,7514
Human,Blood,Normal,CAR-T cell,,RIPK1,RIPK1,8737
Human,Blood,Normal,CAR-T cell,,MGA,MGA,8972
Human,Blood,Normal,CD4+ T cell,CL_0000624,rs75862629,,
Human,Blood,Normal,CD4+ T cell,CL_0000624,HLA-B*2709,,
Human,Blood,Normal,CD4+ T cell,CL_0000624,HLA-B27,,
Human,Blood,Normal,CD4+ T cell,CL_0000624,ERAP1,ERAP1,51752
Human,Blood,Normal,CD4+ T cell,CL_0000624,HLA-B*2705,,
Human,Blood,Normal,CD4+ T cell,CL_0000624,ERAP2,ERAP2,64167
Human,Blood,Basal cell carcinoma,Plasma cell,CL_0000786,SDC1,SDC1,6382
Human,Blood,Normal,Cancer cell,CL_0001064,TSHR,TSHR,7253
Human,Peripheral blood,Normal,Dendritic cell,CL_0000451,IGJ,JCHAIN,3512
Human,Peripheral blood,Normal,B cell,CL_0000236,MZB1,MZB1,51237
Human,Peripheral blood,Normal,B cell,CL_0000236,LILRA4,LILRA4,23547
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD94,KLRD1,3824
Human,Peripheral blood,Normal,T cell,CL_0000084,CD3E,CD3E,916
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,NKG7,NKG7,4818
Human,Peripheral blood,Normal,T cell,CL_0000084,CD3D,CD3D,915
Human,Peripheral blood,Normal,B cell,CL_0000236,IGJ,JCHAIN,3512
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,NKp80,KLRF1,51348
Human,Peripheral blood,Normal,Dendritic cell,CL_0000451,LILRA4,LILRA4,23547
Human,Peripheral blood,Normal,T cell,CL_0000084,CD3G,CD3G,445347
Human,Peripheral blood,Normal,Dendritic cell,CL_0000451,MZB1,MZB1,51237
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,GNLY,GNLY,10578
Human,Peripheral blood,Normal,IgA memory B cell,CL_0000973,IgA,LOC102723407,102723407
Human,Peripheral blood,Normal,Naive T(Th0) cell,CL_0000898,CCR7,CCR7,1236
Human,Peripheral blood,Normal,Central memory T cell,CL_0000813,CCR7,CCR7,1236
Human,Peripheral blood,Normal,Aged memory B cell,,FCRL5,FCRL5,83416
Human,Peripheral blood,Normal,Naive T(Th0) cell,CL_0000898,CD4,CD4,920
Human,Peripheral blood,Normal,T follicular helper(Tfh) cell,CL_0002038,CD4,CD4,920
Human,Peripheral blood,Normal,Aged memory B cell,,Tbet,,
Human,Peripheral blood,Normal,Cancer cell,CL_0001064,CCR7,CCR7,1236
Human,Peripheral blood,Normal,Aged memory B cell,,CD19,CD19,930
Human,Peripheral blood,Normal,Naive B cell,CL_0000788,CD20,MS4A1,931
Human,Peripheral blood,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,CD19,CD19,930
Human,Peripheral blood,Normal,Memory B cell,CL_0000787,CD20,MS4A1,931
Human,Peripheral blood,Normal,T follicular helper(Tfh) cell,CL_0002038,CXCR5,CXCR5,643
Human,Peripheral blood,Normal,IgA memory B cell,CL_0000973,CD20,MS4A1,931
Human,Peripheral blood,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,CD38,CD38,952
Human,Peripheral blood,Normal,Regulatory T(Treg) cell,CL_0000815,CD4,CD4,920
Human,Peripheral blood,Normal,IgM memory B cell,CL_0000971,IgM,,
Human,Peripheral blood,Normal,Atypical memory B cell,CL_0000787,CD11c,,
Human,Peripheral blood,Normal,T helper 1(Th1) cell,CL_0000545,CD4,CD4,920
Human,Peripheral blood,Normal,CD4+ T cell,CL_0000624,CD4,CD4,920
Human,Peripheral blood,Normal,Atypical memory B cell,CL_0000787,Tbet,,
Human,Peripheral blood,Normal,Cancer cell,CL_0001064,CD4,CD4,920
Human,Peripheral blood,Normal,Aged memory B cell,,CD11c,,
Human,Peripheral blood,Normal,IgA memory B cell,CL_0000973,CD27,CD27,939
Human,Peripheral blood,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,CD27,CD27,939
Human,Peripheral blood,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,CD20,MS4A1,931
Human,Peripheral blood,Normal,IgM memory B cell,CL_0000971,CD20,MS4A1,931
Human,Peripheral blood,Normal,CD8+ T cell,CL_0000625,CD8,CD8A,925
Human,Peripheral blood,Normal,Natural killer T(NKT) cell,,CD3,,
Human,Peripheral blood,Normal,Naive T(Th0) cell,CL_0000898,CD45RA,,
Human,Peripheral blood,Normal,Natural killer T(NKT) cell,,V?24,,
Human,Peripheral blood,Normal,Gamma delta(??) T cell,CL_0000798,V??,,
Human,Peripheral blood,Normal,CD8+ T cell,CL_0000625,CD3,,
Human,Peripheral blood,Normal,T helper 1(Th1) cell,CL_0000545,CXCR3,CXCR3,2833
Human,Peripheral blood,Normal,T follicular helper(Tfh) cell,CL_0002038,CD3,,
Human,Peripheral blood,Normal,IgG memory B cell,CL_0000979,CD27,CD27,939
Human,Peripheral blood,Normal,Regulatory T(Treg) cell,CL_0000815,CD3,,
Human,Peripheral blood,Normal,Mucosa-associated invariant T (MAIT) cell,CL_0000940,CD161,KLRB1,3820
Human,Peripheral blood,Normal,IgG memory B cell,CL_0000979,IgG,,
Human,Peripheral blood,Normal,Gamma delta(??) T cell,CL_0000798,CD3,,
Human,Peripheral blood,Normal,Naive B cell,CL_0000788,IgD,,
Human,Peripheral blood,Normal,Memory B cell,CL_0000787,CD27,CD27,939
Human,Peripheral blood,Normal,Central memory T cell,CL_0000813,CD3,,
Human,Peripheral blood,Normal,Revertant memory CD8+ T(TEMRA) cell,,CD8,CD8A,925
Human,Peripheral blood,Normal,Cancer cell,CL_0001064,CD3,,
Human,Peripheral blood,Normal,T helper 17(Th17) cell,CL_0000899,CD3,,
Human,Peripheral blood,Normal,Effector memory T cell,CL_0000813,CD4,CD4,920
Human,Peripheral blood,Normal,IgM memory B cell,CL_0000971,CD27,CD27,939
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD56,NCAM1,4684
